Name,Attribute,Level,Type,ATK,DEF,Description
Ultimate Flagship Ursatron,WATER,Level 7,Machine/Fusion／Effect,2000.0,700.0,"(This card is always treated as an ""Ursarctic"" and ""Drytron"" card.)Must be Special Summoned with ""Ursarctic Drytron"". Once per turn, if another Effect Monster is Special Summoned to your field (except during the Damage Step): You can add 1 ""Ursarctic"" or ""Drytron"" monster from your Deck to your hand. Once per turn: You can target 1 of your banished ""Ursarctic"" or ""Drytron"" monsters; add it to your hand."
Ultimate Flame Swordsman,FIRE,Level 8,Warrior/Fusion／Effect,2800.0,1600.0,"""Flame Swordsman"" + ""Fighting Flame Dragon""You can target 1 monster your opponent controls; destroy it, and if you do, inflict 500 damage to your opponent. This is a Quick Effect if this card is equipped with an Equip Card. At the start of the Damage Step, if this card battles: You can double this card's ATK until the end of this turn, but if you do, destroy it during the End Phase of this turn. You can only use each effect of ""Ultimate Flame Swordsman"" once per turn."
Ultimate Great Insect,EARTH,Level 9,Insect/Fusion／Effect,3000.0,2600.0,"1 Level 8 Insect monster + 1 Level 7 Insect monsterYou can only Special Summon ""Ultimate Great Insect"" once per turn. Must first be either Fusion Summoned, or Special Summoned from your Extra Deck by Tributing 1 Insect monster with 2000 or more DEF equipped with an Equip Card. Cannot be destroyed by battle. Once per turn, during the Battle Phase, if a face-up card is in a Field Zone (Quick Effect): You can destroy all monsters your opponent controls."
Ultimate Insect LV1,WIND,Level 1,Insect/Effect,0.0,0.0,"While this card is on the field, it is unaffected by the effects of Spell Cards. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 ""Ultimate Insect LV3"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)"
Ultimate Insect LV3,WIND,Level 3,Insect/Effect,1400.0,900.0,"If this card was Special Summoned by the effect of ""Ultimate Insect LV1"", while it remains on the field all of your opponent's monsters lose 300 ATK. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 ""Ultimate Insect LV5"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)"
Ultimate Insect LV5,WIND,Level 5,Insect/Effect,2300.0,900.0,"If this card was Special Summoned by the effect of ""Ultimate Insect LV3"", while it remains on the field all of your opponent's monsters lose 500 ATK. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 ""Ultimate Insect LV7"" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)"
Ultimate Insect LV7,WIND,Level 7,Insect/Effect,2600.0,1200.0,"If this card was Special Summoned by the effect of ""Ultimate Insect LV5"", while it remains on the field all of your opponent's monsters lose 700 ATK and DEF."
Ultimate Leo Utopia Ray,LIGHT,Rank 5,Warrior/Xyz／Effect,2500.0,2000.0,"3 Level 5 monsters(This card is always treated as ""Number C39: Utopia Ray"".)Once per turn: You can detach 1 material from this card; equip 1 ""ZW -"" monster from your Deck or Extra Deck to this card as if it were equipped by that monster's effect. This effect's activation and effect cannot be negated. Once per turn, while this card is equipped with a ""ZW -"" Monster Card (Quick Effect): You can target 1 Effect Monster your opponent controls; negate its effects, and if you do, halve its ATK."
Ultimate Obedient Fiend,FIRE,Level 10,Fiend/Effect,3500.0,3000.0,This card can only attack if this card is the only card on your side of the field and if you also have no cards in your hand. The effects of Effect Monsters that this card destroys are negated.
Ultimate Tyranno,EARTH,Level 8,Dinosaur/Effect,3000.0,2200.0,"This card can attack all monsters your opponent controls, once each. During your Battle Phase, if you control an ""Ultimate Tyranno"" that can attack, monsters other than ""Ultimate Tyranno"" cannot attack."
Ultimaya Tzolkin,DARK,Level 0,Dragon/Synchro／Effect,0.0,0.0,"(This card's original Level is always treated as 12.)Cannot be Synchro Summoned. Must be Special Summoned (from your Extra Deck) by sending 2 Level 5 or higher monsters you control with the same Level to the GY (1 Tuner and 1 non-Tuner). Once per turn, when a Spell/Trap(s) is Set on your field (except during the Damage Step): You can Special Summon 1 ""Power Tool"" Synchro Monster or 1 Level 7 or 8 Dragon Synchro Monster from your Extra Deck. While you control another Synchro Monster, monsters cannot target this card for attacks, also neither player can target it with card effects."
Ultra Beetrooper Absolute Hercules,EARTH,Level 11,Insect/Fusion／Effect,4000.0,4000.0,"4 Insect monstersAfter this card is Fusion Summoned, it is unaffected by other cards' effects until the end of your next turn. At the end of the Battle Phase: You can target 1 Insect monster with 3000 or less ATK in your GY; Special Summon it. You can only use this effect of ""Ultra Beetrooper Absolute Hercules"" once per turn."
Umbral Horror Ghost,DARK,Level 2,Fiend/Effect,200.0,200.0,"During your Main Phase: You can Special Summon this card and 1 Level 4 or lower Fiend-Type monster from your hand. You cannot Normal Summon/Set during the turn you activate this effect. You can only use this effect of ""Umbral Horror Ghost"" once per turn."
Umbral Horror Ghoul,DARK,Level 4,Fiend/Effect,1800.0,0.0,"Once per turn: You can make this card's ATK 0, and if you do, Special Summon 1 ""Umbral Horror"" monster with 0 ATK from your hand."
Umbral Horror Unform,DARK,Level 4,Fiend/Effect,0.0,0.0,"When this card is destroyed by battle and sent to the Graveyard while attacking a monster: You can Special Summon 2 ""Umbral Horror"" monsters from your Deck. You can only use the effect of ""Umbral Horror Unform"" once per turn."
Umbral Horror Will o' the Wisp,DARK,Level 1,Fiend/Effect,0.0,0.0,"When this card is Normal or Special Summoned: You can target 1 ""Umbral Horror"" monster you control or in your Graveyard, except this card; this card's Level becomes the current Level of that monster. When this Attack Position card is destroyed by battle and sent to the Graveyard, and was in face-up Attack Position at the start of the Damage Step: Destroy the monster that destroyed this card."
Umbral Soul,DARK,Level 7,Reptile/Effect,2000.0,1500.0,"When this card is destroyed by battle and sent to the Graveyard, destroy all face-down and non-DARK monsters."
Umbramirage the Elemental Lord,DARK,Level 8,Fiend/Effect,2800.0,2200.0,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 5 DARK monsters in your GY. If this card is Special Summoned: Add 1 monster with 1500 or less ATK from your Deck to your hand. You can only use this effect of ""Umbramirage the Elemental Lord"" once per turn. If this face-up card leaves the field, skip the Battle Phase of your next turn."
Uminotaurus,WATER,Level 4,Aqua/Effect,1700.0,1000.0,"If a Fish, Sea Serpent, or Aqua-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent."
Unauthorized Bootup Device,DARK,Level 1,Machine/Union／Effect,500.0,0.0,"Once per turn, you can either: Target 1 face-up monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead. If this card is destroyed and sent to the GY while equipped to a monster: You can Special Summon this card. You can only use this effect of ""Unauthorized Bootup Device"" once per turn."
Unchained Abomination,DARK,,Fiend/Link／Effect,3000.0,,"2+ monsters, including a Link MonsterIf a card(s) on the field is destroyed by card effect, except by ""Unchained Abomination"" (except during the Damage Step): You can target 1 card on the field; destroy it. When another monster is destroyed by battle: You can target 1 card on the field; destroy it. During the End Phase: You can target 1 card on the field; destroy it. You can only use each effect of ""Unchained Abomination"" once per turn."
Unchained Soul Lord of Yama,DARK,,Fiend/Link／Effect,2000.0,,"2 Fiend monstersIf this card is Special Summoned: You can add 1 ""Unchained"" monster from your Deck or GY to your hand. If a card(s) you control is destroyed by battle or card effect, while this card is in your GY: You can banish this card; Special Summon 1 Fiend monster from your hand or GY, then you can destroy 1 card you control. You can only use each effect of ""Unchained Soul Lord of Yama"" once per turn."
Unchained Soul of Anguish,DARK,,Fiend/Link／Effect,2400.0,,"2+ monsters including an ""Unchained Soul"" monsterYou can target 1 face-up monster your opponent controls; immediately after this effect resolves, Link Summon 1 DARK Link Monster, except ""Unchained Soul of Anguish"", by using only that opponent's monster and this card you control as material. If this card on the field is destroyed by battle or card effect: You can target 1 Fiend monster in your GY, except ""Unchained Soul of Anguish""; add it to your hand. You can only use each effect of ""Unchained Soul of Anguish"" once per turn."
Unchained Soul of Disaster,DARK,Level 8,Fiend/Effect,0.0,3000.0,"Gains 300 ATK for each ""Unchained"" card in your GY. You can only use each of the following effects of ""Unchained Soul of Disaster"" once per turn.●You can target 1 face-up monster your opponent controls; immediately after this effect resolves, Link Summon 1 DARK Link Monster using only this card you control and that opponent's monster as material.●If this card on the field is destroyed by battle or card effect: You can target 1 ""Unchained"" monster in your GY, except ""Unchained Soul of Disaster""; Special Summon it."
Unchained Soul of Rage,DARK,,Fiend/Link／Effect,1800.0,,"2 monsters including an ""Unchained Soul"" monsterDuring your opponent's Main Phase (Quick Effect): You can target 1 face-up Special Summoned monster your opponent controls; immediately after this effect resolves, Link Summon 1 DARK Link Monster, except ""Unchained Soul of Rage"", by using only that opponent's monster and this card you control as material. If this card on the field is destroyed by battle or card effect: You can target 1 Fiend monster in your GY, except ""Unchained Soul of Rage""; add it to your hand. You can only use each effect of ""Unchained Soul of Rage"" once per turn."
Unchained Soul of Sharvara,FIRE,Level 6,Fiend/Effect,2000.0,1500.0,"During the Main Phase, if this card is in your hand (Quick Effect): You can target 1 Fiend monster or 1 face-down card you control; destroy it, and if you do, Special Summon this card, but while it is face-up in the Monster Zone, you cannot Special Summon monsters, except Fiend monsters. If this card is sent to the GY: You can Set 1 ""Unchained"" Spell/Trap directly from your Deck. You can only use each effect of ""Unchained Soul of Sharvara"" once per turn."
Unchained Soul of Shyama,WATER,Level 6,Fiend/Effect,2000.0,1500.0,"You can target 1 card you control; destroy it, then you can destroy 1 Spell/Trap on the field. If this card is in your GY: You can target 1 Fiend monster or 1 face-down card you control; destroy it, and if you do, Special Summon this card, but place it on the bottom of the Deck when it leaves the field. You can only use each effect of ""Unchained Soul of Shyama"" once per turn."
Unchained Twins - Aruha,FIRE,Level 3,Fiend/Effect,1500.0,1500.0,"You can target 1 card you control; you cannot Special Summon monsters for the rest of this turn, except Fiend monsters, also destroy the targeted card, and if you do, Special Summon this card from your hand. If this card on the field is destroyed by card effect, except ""Unchained Twins - Aruha"", or by battle: You can Special Summon 1 ""Unchained"" monster from your hand or Deck, except ""Unchained Twins - Aruha"". You can only use each effect of ""Unchained Twins - Aruha"" once per turn."
Unchained Twins - Rakea,WATER,Level 3,Fiend/Effect,1500.0,1500.0,"(Quick Effect): You can target 1 card you control; destroy it, also you cannot Special Summon monsters for the rest of this turn, except Fiend monsters. If this card on the field is destroyed by card effect, except ""Unchained Twins - Rakea"", or by battle: You can Special Summon 1 ""Unchained"" monster from your hand or Deck, except ""Unchained Twins - Rakea"". You can only use each effect of ""Unchained Twins - Rakea"" once per turn."
Unchained Twins - Sarama,DARK,Level 3,Fiend/Effect,1500.0,1500.0,"You can target 1 ""Unchained"" card in your GY, except ""Unchained Twins - Sarama""; Set it to your field, then destroy 1 card you control. If this card on the field is destroyed by card effect, except ""Unchained Twins - Sarama"", or by battle: You can Special Summon 1 ""Unchained"" monster from your hand or Deck, except ""Unchained Twins - Sarama"". You can only use each effect of ""Unchained Twins - Sarama"" once per turn."
Undaunted Bumpkin Beast,FIRE,Level 2,Beast/Effect,900.0,2000.0,"During the Main Phase, if your opponent Special Summoned 3 or more monsters this turn (Quick Effect): You can Special Summon this card from your hand or GY. You can only use this effect of ""Undaunted Bumpkin Beast"" once per turn. While you control no other monsters, this Attack Position card cannot be destroyed by battle."
Underclock Taker,DARK,,Cyberse/Link／Effect,1000.0,,"2 Effect MonstersOnce per turn: You can target 1 face-up monster this card points to and 1 face-up monster your opponent controls; the opponent's target loses ATK equal to the ATK of the target this monster points to, until the end of this turn."
Underground Arachnid,EARTH,Level 6,Insect/Synchro／Effect,2400.0,1200.0,"1 DARK Tuner + 1 non-Tuner Insect-Type monsterIf this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step. Once per turn, you can select 1 face-up monster your opponent controls, and equip it to this card. If this card would be destroyed by battle, you can destroy the monster equipped to this card by its effect instead. (You can only equip 1 monster at a time to this card.)"
Underworld Fighter Balmung,DARK,Level 4,Warrior/Synchro／Effect,2100.0,800.0,"1 Tuner + 1 or more non-Tuner monstersWhen this card is destroyed by a card effect and sent to the Graveyard: You can target 1 Level 4 or lower monster in your Graveyard, except this card; Special Summon that target."
Underworld Goddess of the Closed World,LIGHT,,Fiend/Link／Effect,3000.0,,"4+ Effect MonstersYou can also use 1 monster your opponent controls as material to Link Summon this card. If this card is Link Summoned: You can negate the effects of all face-up monsters your opponent currently controls. This Link Summoned card is unaffected by your opponent's activated effects, unless they target this card. Once per turn, when your opponent activates a card or effect that Special Summons a monster(s) from the GY (Quick Effect): You can negate the activation."
Unformed Void,LIGHT,Rank 4,Aqua/Xyz／Effect,0.0,0.0,"3 Level 4 monstersOnce per turn, during your opponent's Main Phase: You can detach 1 Xyz Material from this card; this card gains ATK and DEF equal to the total ATK of all face-up Xyz Monsters your opponent currently controls (this is a Quick Effect)."
Uni-Horned Familiar,LIGHT,Level 2,Beast/Tuner／Effect,0.0,1000.0,"When this face-up Defense Position card is selected as an attack target, you can remove from play 1 monster you control other than this card to remove this card from play. The attacking monster must attack. During your next Standby Phase, if this card was removed from play by this effect, this card returns to the field."
Uni-Zombie,DARK,Level 3,Zombie/Tuner／Effect,1300.0,0.0,"You can target 1 face-up monster on the field; discard 1 card, and if you do, increase that target's Level by 1. You can target 1 face-up monster on the field; monsters you control cannot attack for the rest of this turn, except Zombie monsters, also send 1 Zombie monster from your Deck to the GY, and if you do, increase that target's Level by 1. You can only use each effect of ""Uni-Zombie"" once per turn."
Unibird,WIND,Level 2,Winged Beast/Effect,100.0,600.0,"You can remove from play this card, and 1 face-up monster you control, to select 1 Synchro Monster in your Graveyard with a Level less than or equal to the combined original Levels of the other 2 monsters. Special Summon that Synchro Monster."
Unicycular,EARTH,Level 1,Machine/Normal,100.0,100.0,"The third of the brothers, following Tricular and Bicular."
"Uniflora, Mystical Beast of the Forest",EARTH,Level 1,Beast/Effect,700.0,500.0,"If all the monsters in your Graveyard are Beast-Type: You can Tribute this card; Special Summon 1 Beast-Type monster from your hand or Graveyard, except ""Uniflora, Mystical Beast of the Forest"", but it cannot attack this turn."
Unifrog,WATER,Level 2,Aqua/Effect,400.0,400.0,"This card can attack your opponent directly. When this card successfully attacks directly, if you control a ""Frog"" monster other than ""Frog the Jam"" or ""Unifrog"", you can destroy 1 Spell or Trap your opponent controls."
Union Carrier,LIGHT,,Machine/Link／Effect,1000.0,,"2 monsters with the same Type or AttributeCannot be used as Link Material the turn it is Link Summoned. You can target 1 face-up monster you control; equip 1 monster to it from your hand or Deck with its same original Type or Attribute. The equipped monster gains 1000 ATK. If you equipped it from the Deck, you cannot Special Summon monsters with that Equip Card's name for the rest of this turn. You can only use this effect of ""Union Carrier"" once per turn."
Union Controller,LIGHT,Level 6,Machine/Fusion／Effect,2200.0,1900.0,"1 LIGHT Machine monster + ""Y-Yare Head"" or ""Z-Zillion Tank""Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. If this card is Special Summoned from the Extra Deck: You can add 1 Spell/Trap from your Deck to your hand that mentions ""Union monster"" in its text. You can only use this effect of ""Union Controller"" once per turn. Once per turn, during your Main Phase: You can Special Summon 1 LIGHT Machine Normal or Union monster from your hand."
Union Driver,LIGHT,Level 5,Machine/Union／Effect,2100.0,1000.0,"Once per turn, you can either: Target 1 face-up monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead. While this card is equipped to a monster: You can banish this Equip Card; equip 1 Level 4 or lower appropriate Union monster from your Deck to the monster this card was equipped to. You can only use this effect of ""Union Driver"" once per turn."
Union Pilot,LIGHT,Level 5,Machine/Union／Effect,2100.0,1000.0,"Once per turn, you can either: Target 1 Effect Monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead. You can return this card equipped to a monster to your hand; equip 1 appropriate, banished Union monster to 1 monster you control as an Equip Spell, as if it were equipped by that Union monster's effect, and if you do, Special Summon this card from your hand. You can only use this effect of ""Union Pilot"" once per turn."
Union Rider,WIND,Level 2,Machine/Effect,1000.0,1000.0,"You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of the field, and equip it to this card. The Union Monster that is equipped to this card cannot be changed back to a monster using its own effect."
United Resistance,WIND,Level 3,Thunder/Normal,1000.0,400.0,The people that gather to swear to fight their oppressors. A revolution is coming.
Unknown Synchron,DARK,Level 1,Machine/Tuner／Effect,0.0,0.0,"If only your opponent controls a monster, you can Special Summon this card (from your hand). You can only Special Summon ""Unknown Synchron"" once per Duel this way."
Unknown Warrior of Fiend,DARK,Level 3,Warrior/Normal,1000.0,500.0,The speed of this warrior creates an intense vacuum that can slice through a monster's hide.
Unmasked Dragon,FIRE,Level 3,Wyrm/Effect,1400.0,1100.0,When this card is destroyed by battle and sent to the GY: You can Special Summon 1 Wyrm monster with 1500 or less DEF from your Deck.
Unshaven Angler,WATER,Level 4,Fish/Effect,1500.0,1600.0,"When Tribute Summoning a WATER monster, you can treat this 1 monster as 2 Tributes."
Update Jammer,WIND,,Cyberse/Link／Effect,2000.0,,"2 Level 2 or higher Cyberse monstersOnce per battle, during damage calculation, if your Cyberse monster battles (Quick Effect): You can activate this effect; negate all other card effects on the field until the end of the Damage Step, damage calculation for this battle uses each monster's original ATK/DEF, also if an opponent's monster is destroyed by this battle and sent to the GY, inflict 1000 damage to your opponent. If this card is sent to the GY as Link Material: That Link Monster can make a second attack during each Battle Phase this turn."
Upstart Golden Ninja,LIGHT,Level 4,Warrior/Effect,500.0,1800.0,"Once per turn: You can send 1 Trap from your hand to the GY; Special Summon 1 Level 4 or lower ""Ninja"" monster from your Deck in face-up Defense Position or face-down Defense Position."
Uraby,EARTH,Level 4,Dinosaur/Normal,1500.0,800.0,"Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws."
"Uria, Lord of Searing Flames",FIRE,Level 10,Pyro/Effect,0.0,0.0,Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 face-up Traps you control to the GY. This card gains 1000 ATK for each Continuous Trap in your GY. Once per turn: You can target 1 Set Spell/Trap your opponent controls; destroy that target. Neither player can activate Spell/Trap Cards in response to this effect's activation.
Ursarctic Grand Chariot,WATER,Level 7,Beast-Warrior/Synchro／Effect,2700.0,700.0,"Cannot be Synchro Summoned. Must be Special Summoned (from your Extra Deck) by sending 2 monsters you control with a Level difference of 7 to the GY (1 Level 8 or higher Tuner and 1 non-Tuner Synchro Monster). If this card is Special Summoned: You can target up to 2 other cards on the field; destroy them. Once per turn, when a card or effect is activated that targets an ""Ursarctic"" card you control (Quick Effect): You can Tribute 1 monster from your hand or field; negate the activation."
Ursarctic Megabilis,WATER,Level 8,Beast-Warrior/Tuner／Effect,2800.0,700.0,"During the Main Phase (Quick Effect): You can Tribute 1 other Level 7 or higher monster from your hand; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except monsters with a Level. If this card is Special Summoned while you control another ""Ursarctic"" monster: You can target 1 card in your opponent's GY; banish it. You can only use each effect of ""Ursarctic Megabilis"" once per turn."
Ursarctic Megapolar,WATER,Level 8,Beast-Warrior/Tuner／Effect,2500.0,700.0,"During the Main Phase (Quick Effect): You can Tribute 1 other Level 7 or higher monster from your hand; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except monsters with a Level. If this card is Special Summoned while you control another ""Ursarctic"" monster: You can target 1 Spell/Trap your opponent controls; destroy it. You can only use each effect of ""Ursarctic Megapolar"" once per turn."
Ursarctic Megatanus,WATER,Level 8,Beast-Warrior/Tuner／Effect,2400.0,700.0,"During the Main Phase (Quick Effect): You can Tribute 1 other Level 7 or higher monster from your hand; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except monsters with a Level. If this card is Special Summoned while you control another ""Ursarctic"" monster: You can target 1 face-up monster your opponent controls; change it to face-down Defense Position. You can only use each effect of ""Ursarctic Megatanus"" once per turn."
Ursarctic Mikbilis,WATER,Level 7,Beast/Effect,700.0,1400.0,"During the Main Phase (Quick Effect): You can Tribute 1 other Level 7 or higher monster from your hand; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except monsters with a Level. If this card is Special Summoned: You can Special Summon 1 ""Ursarctic"" monster from your hand, except ""Ursarctic Mikbilis"". You can only use each effect of ""Ursarctic Mikbilis"" once per turn."
Ursarctic Mikpolar,WATER,Level 7,Beast/Effect,700.0,2000.0,"During the Main Phase (Quick Effect): You can Tribute 1 other Level 7 or higher monster from your hand; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except monsters with a Level. If this card is Special Summoned: You can add 1 ""Ursarctic"" monster from your Deck to your hand, except ""Ursarctic Mikpolar"". You can only use each effect of ""Ursarctic Mikpolar"" once per turn."
Ursarctic Miktanus,WATER,Level 7,Beast/Effect,700.0,1700.0,"During the Main Phase (Quick Effect): You can Tribute 1 other Level 7 or higher monster from your hand; Special Summon this card from your hand, also you cannot Special Summon for the rest of this turn, except monsters with a Level. If this card is Special Summoned: You can target 1 ""Ursarctic"" monster in your GY, except ""Ursarctic Miktanus""; add it to your hand. You can only use each effect of ""Ursarctic Miktanus"" once per turn."
Ursarctic Polar Star,WATER,Level 1,Machine/Synchro／Effect,700.0,2000.0,"Cannot be Synchro Summoned. Must be Special Summoned (from your Extra Deck) by sending 2 monsters you control with a Level difference of 1 to the GY (1 Tuner and 1 non-Tuner). You can Tribute 1 Level 8 ""Ursarctic"" monster from your hand or field and this card; Special Summon 1 Level 7 ""Ursarctic"" Synchro Monster from your Extra Deck, ignoring its Summoning conditions, and if you do, it gains this effect.●Your opponent cannot activate the effects of monsters with a Level, that were Special Summoned from the Extra Deck."
Ursarctic Polari,WATER,Level 1,Beast/Synchro／Effect,700.0,1000.0,"Cannot be Synchro Summoned. Must be Special Summoned (from your Extra Deck) by sending 2 monsters you control with a Level difference of 1 to the GY (1 Tuner and 1 non-Tuner). If this card is Special Summoned: You can activate 1 ""Ursarctic Big Dipper"" directly from your Deck. You can Tribute 1 Level 7 or higher monster; add to your hand, or Special Summon, 1 ""Ursarctic"" monster from your GY. You can only use each effect of ""Ursarctic Polari"" once per turn."
Ursarctic Septentrion,WATER,Level 7,Beast-Warrior/Synchro／Effect,3000.0,700.0,"Cannot be Synchro Summoned. Must be Special Summoned (from your Extra Deck) by sending 2 monsters you control with a Level difference of 7 to the GY (1 Level 8 or higher Tuner and 1 non-Tuner Synchro Monster). Negate the effects of face-up monsters without a Level that were Special Summoned from the Extra Deck. If your opponent Special Summons a monster(s) (except during the Damage Step): You can add 1 ""Ursarctic"" card from your Deck to your hand. You can only use this effect of ""Ursarctic Septentrion"" once per turn."
"Urubonus, the Avatar of Malice",DARK,Level 5,Reptile/Effect,2000.0,800.0,"Monsters your opponent controls lose 300 ATK/DEF. You can only use each of the following effects of ""Urubonus, the Avatar of Malice"" once per turn. You can Tribute 1 Reptile monster; Special Summon this card from your hand. You can Tribute 1 monster; all monsters your opponent currently controls lose ATK/DEF equal to the original ATK of the Tributed monster, until the end of this turn."
Ushi Oni,DARK,Level 6,Fiend/Normal,2150.0,1950.0,"A bull fiend restored by the dark arts, this monster appears out of a jar."
"Utgarda, Generaider Boss of Delusion",LIGHT,Level 9,Rock/Effect,2200.0,2700.0,"You can only control 1 ""Utgarda, Generaider Boss of Delusion"". (Quick Effect): You can Tribute 2 ""Generaider"" monsters and/or Rock monsters, then target 1 card on the field; banish it. You can only use this effect of ""Utgarda, Generaider Boss of Delusion"" once per turn."
Utopic Onomatopoeia,LIGHT,Level 4,Warrior/Effect,1500.0,1500.0,"(This card is always treated as a ""Zubaba"", ""Gagaga"", ""Gogogo"", and ""Dododo"" card.)During your Main Phase: You can Special Summon up to 1 each ""Zubaba"", ""Gagaga"", ""Gogogo"", and/or ""Dododo"" monster(s) from your hand in Defense Position, except ""Utopic Onomatopoeia"", also you cannot Special Summon from the Extra Deck for the rest of this turn, except Xyz Monsters. You can only use this effect of ""Utopic Onomatopoeia"" once per turn."
V Salamander,FIRE,Level 4,Spellcaster/Effect,1500.0,1300.0,"When this card is Normal Summoned: You can target 1 ""Utopia"" monster in your Graveyard; Special Summon that target. You can target 1 ""Number C39: Utopia Ray V"" you control; equip this monster you control to that target. Once per turn, while this card is equipped to a monster: You can detach 1 Xyz Material from the equipped monster; negate the equipped monster's effects (even after this card leaves the field or the monster becomes unaffected by card effects), and if you do, destroy all monsters your opponent controls, and if you do that, inflict 1000 damage to your opponent for each monster destroyed by this effect."
V-LAN Hydra,LIGHT,,Cyberse/Link／Effect,1900.0,,"2+ monsters, except TokensGains 300 ATK for each monster co-linked to this card. You can target 1 Link-3 or lower monster co-linked to this card; Tribute it, and if you do, Special Summon ""V-LAN Tokens"" (Cyberse/LIGHT/Level 1/ATK 0/DEF 0) equal to the Tributed monster's Link Rating, also you cannot Special Summon monsters with the same Link Rating as that targeted monster for the rest of this turn. You can only use this effect of ""V-LAN Hydra"" once per turn."
V-Tiger Jet,LIGHT,Level 4,Machine/Normal,1600.0,1800.0,This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.
Vagnawa the Moon-Eating Dragon,DARK,Level 7,Dragon/Synchro／Effect,1500.0,1500.0,"1 Tuner + 1+ non-Tuner monstersIf this card is Synchro Summoned: You can activate this effect; this card gains 300 ATK for each Level that the non-Tuners used had, then inflict 300 damage to your opponent for each Level that the Tuner used had. The ATK increase lasts until the end of the next turn. You can only use this effect of ""Vagnawa the Moon-Eating Dragon"" once per turn."
"Vahram, the Magistus Divinity Dragon",FIRE,Level 8,Dragon/Synchro／Effect,2500.0,2900.0,"1 Tuner + 1+ non-Tuner monstersWhile this card is an Equip Card, the equipped monster cannot be destroyed by your opponent's Spell/Trap effects. You can only use each of the following effects of ""Vahram, the Magistus Divinity Dragon"" once per turn. If this Synchro Summoned card is destroyed: You can destroy all face-up cards your opponent controls. At the start of the Damage Step, if the monster this card is equipped to battles an opponent's monster: You can destroy that opponent's monster."
"Vala, Seidhr of the Generaider Bosses",FIRE,Level 9,Fairy/Effect,2500.0,2500.0,"You can only control 1 ""Vala, Seidhr of the Generaider Bosses"". You can only use each of the following effects of ""Vala, Seidhr of the Generaider Bosses"" once per turn. If this card is in your hand or GY: You can send 1 other ""Generaider"" card from your hand to the GY; Special Summon this card, but banish it when it leaves the field. If this card is Special Summoned: You can Special Summon 1 ""Generaider"" monster from your hand or GY, except ""Vala, Seidhr of the Generaider Bosses""."
"Valerifawn, Mystical Beast of the Forest",EARTH,Level 2,Beast/Tuner／Effect,400.0,900.0,"You can discard 1 card, then target 1 Level 2 or lower Beast monster in your GY, except ""Valerifawn, Mystical Beast of the Forest""; Special Summon it in Attack Position or face-down Defense Position. You can only use this effect of ""Valerifawn, Mystical Beast of the Forest"" once per turn."
Valiant Shark Lancer,WATER,Rank 5,Beast-Warrior/Xyz／Effect,2500.0,1600.0,"2 Level 5 monstersYou can target 1 monster your opponent controls; detach 1 material from an Xyz Monster you control, and if you do, destroy that monster. This is a Quick Effect if you control another WATER Xyz Monster. If another WATER Xyz Monster(s) you control is destroyed by battle or card effect while you control this monster: You can place 1 Spell from your Deck on top of your Deck. You can only use each effect of ""Valiant Shark Lancer"" once per turn."
Valkyrian Knight,FIRE,Level 4,Warrior/Effect,1900.0,1200.0,"Monsters your opponent controls cannot target Warrior monsters for attacks, except ""Valkyrian Knight"". When this card is destroyed by battle and sent to the GY: You can banish this card and 1 Warrior monster from your GY, then target 1 Level 5 or higher Warrior monster in your GY; Special Summon that target."
Valkyrie Brunhilde,LIGHT,Level 7,Fairy/Effect,1800.0,2000.0,"Unaffected by your opponent's Spell effects. Gains 500 ATK for each monster your opponent controls. When an opponent's monster declares an attack: You can have this card lose exactly 1000 DEF, and if you do, your ""Valkyrie"" monsters cannot be destroyed by battle this turn."
